step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
374,"(0, -1)",interact,0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):empty","(4, 2):soup('onion', 3, 2)"
375,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):empty","(4, 2):soup('onion', 3, 3)"
376,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):empty","(4, 2):soup('onion', 3, 4)"
377,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
378,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
379,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 7);(4, 3):empty","(4, 2):soup('onion', 3, 7)"
380,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 8);(4, 3):empty","(4, 2):soup('onion', 3, 8)"
381,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 9);(4, 3):empty","(4, 2):soup('onion', 3, 9)"
382,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 10);(4, 3):empty","(4, 2):soup('onion', 3, 10)"
383,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):empty","(4, 2):soup('onion', 3, 11)"
384,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):empty","(4, 2):soup('onion', 3, 12)"
385,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):empty","(4, 2):soup('onion', 3, 13)"
386,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):empty","(4, 2):soup('onion', 3, 14)"
387,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):empty","(4, 2):soup('onion', 3, 15)"
388,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):empty","(4, 2):soup('onion', 3, 16)"
389,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):empty","(4, 2):soup('onion', 3, 17)"
390,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):empty","(4, 2):soup('onion', 3, 18)"
391,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):empty","(4, 2):soup('onion', 3, 19)"
392,interact,"(0, 0)",0.0,456.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):empty","(4, 2):soup('onion', 3, 20)"
393,interact,interact,5.0,461.0,240.0,12.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
394,"(-1, 0)","(0, -1)",0.0,461.0,240.0,12.0,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):empty",
395,interact,interact,23.0,484.0,260.0,13.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
396,"(0, -1)","(0, 1)",0.0,484.0,260.0,13.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
397,interact,"(0, 1)",0.0,484.0,260.0,13.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
398,"(-1, 0)",interact,3.0,487.0,260.0,13.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 1, 0);(4, 3):empty","(4, 2):soup('onion', 1, 0)"
399,interact,"(0, -1)",3.0,490.0,260.0,13.0,"(5, 2)","(-1, 0)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
400,"(0, -1)","(1, 0)",0.0,490.0,260.0,13.0,"(5, 2)","(0, -1)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 2, 0);(4, 3):empty","(4, 2):soup('onion', 2, 0)"
