step,ego_action,partner_action,reward,total_return,sparse_return,deliveries,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,pots,objects
290,"(0, -1)",interact,17.648,633.2450000000006,340.0,17.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 7)","(4, 3):soup('onion', 3, 7)"
291,"(-1, 0)","(0, 1)",-0.01200000000000001,633.2330000000006,340.0,17.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
292,interact,"(0, 1)",3.3444,636.5774000000006,340.0,17.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
293,"(0, -1)","(0, 1)",-0.015600000000000147,636.5618000000006,340.0,17.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
294,interact,"(0, 0)",-0.015600000000000147,636.5462000000007,340.0,17.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
295,"(-1, 0)","(0, 1)",-0.015600000000000147,636.5306000000007,340.0,17.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
296,interact,"(0, 1)",3.3408,639.8714000000007,340.0,17.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
297,"(0, -1)","(0, 1)",-0.019200000000000016,639.8522000000007,340.0,17.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
298,interact,"(0, 0)",-0.019200000000000016,639.8330000000008,340.0,17.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
299,"(-1, 0)","(0, 1)",-0.019200000000000016,639.8138000000008,340.0,17.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
300,interact,"(0, 1)",3.456,643.2698000000008,340.0,17.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
301,"(0, -1)",interact,2.976,646.2458000000008,340.0,17.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
302,interact,"(1, 0)",-0.02400000000000002,646.2218000000008,340.0,17.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
303,"(0, 1)",interact,0.5700000000000001,646.7918000000009,340.0,17.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
304,"(0, 0)",interact,5.4452,652.2370000000009,340.0,17.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
305,"(-1, 0)","(0, -1)",0.024600000000000222,652.2616000000008,340.0,17.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
306,interact,interact,21.0044,673.2660000000009,360.0,18.0,"(5, 3)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
307,"(0, -1)",interact,-0.015600000000000147,673.2504000000009,360.0,18.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
308,interact,"(0, 1)",-0.015600000000000147,673.234800000001,360.0,18.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
309,"(0, 1)","(0, 1)",-0.015600000000000147,673.219200000001,360.0,18.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
310,"(-1, 0)",interact,2.9844,676.2036000000011,360.0,18.0,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)"
311,interact,"(1, 0)",3.3408,679.544400000001,360.0,18.0,"(5, 3)","(-1, 0)",,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
312,"(0, -1)","(0, -1)",-0.019200000000000016,679.5252000000011,360.0,18.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
313,interact,"(-1, 0)",-0.019200000000000016,679.5060000000011,360.0,18.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
314,"(0, 1)","(1, 0)",-0.019200000000000016,679.4868000000012,360.0,18.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
315,"(-1, 0)",interact,-0.019200000000000016,679.4676000000012,360.0,18.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)"
316,interact,interact,3.456,682.9236000000012,360.0,18.0,"(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)"
317,"(0, -1)","(0, -1)",-0.02400000000000002,682.8996000000012,360.0,18.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)"
318,interact,"(-1, 0)",-0.02400000000000002,682.8756000000012,360.0,18.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)"
319,"(0, 1)","(1, 0)",0.5700000000000001,683.4456000000013,360.0,18.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)"
320,"(0, 0)",interact,5.5046,688.9502000000012,360.0,18.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 5)","(4, 3):soup('onion', 3, 5)"
321,"(-1, 0)","(0, -1)",-0.0354000000000001,688.9148000000013,360.0,18.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 6)","(4, 3):soup('onion', 3, 6)"
322,"(0, -1)",interact,17.648,706.5628000000013,380.0,19.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 7)","(4, 3):soup('onion', 3, 7)"
323,"(-1, 0)","(0, 1)",-0.01200000000000001,706.5508000000013,380.0,19.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
324,interact,"(0, 1)",3.3444,709.8952000000013,380.0,19.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
325,"(0, -1)","(0, 1)",-0.015600000000000147,709.8796000000013,380.0,19.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
326,interact,"(0, 0)",-0.015600000000000147,709.8640000000014,380.0,19.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
327,"(-1, 0)","(0, 1)",-0.015600000000000147,709.8484000000014,380.0,19.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
328,interact,"(0, 1)",3.3408,713.1892000000014,380.0,19.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
329,"(0, -1)","(0, 1)",-0.019200000000000016,713.1700000000014,380.0,19.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
330,interact,"(0, 0)",-0.019200000000000016,713.1508000000015,380.0,19.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
331,"(-1, 0)","(0, 1)",-0.019200000000000016,713.1316000000015,380.0,19.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
332,interact,"(0, 1)",3.456,716.5876000000015,380.0,19.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
333,"(0, -1)",interact,2.976,719.5636000000015,380.0,19.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
334,interact,"(1, 0)",-0.02400000000000002,719.5396000000015,380.0,19.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
335,"(0, 1)",interact,0.5700000000000001,720.1096000000016,380.0,19.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
336,"(0, 0)",interact,5.4452,725.5548000000016,380.0,19.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
337,"(-1, 0)","(0, -1)",0.024600000000000222,725.5794000000016,380.0,19.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
338,interact,interact,21.0044,746.5838000000016,400.0,20.0,"(5, 3)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
339,"(0, -1)",interact,-0.015600000000000147,746.5682000000016,400.0,20.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
340,interact,"(0, 1)",-0.015600000000000147,746.5526000000017,400.0,20.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
341,"(0, 1)","(0, 1)",-0.015600000000000147,746.5370000000017,400.0,20.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
342,"(-1, 0)",interact,2.9844,749.5214000000018,400.0,20.0,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)"
343,interact,"(1, 0)",3.3408,752.8622000000017,400.0,20.0,"(5, 3)","(-1, 0)",,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
344,"(0, -1)","(0, -1)",-0.019200000000000016,752.8430000000018,400.0,20.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
345,interact,"(-1, 0)",-0.019200000000000016,752.8238000000018,400.0,20.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
346,"(0, 1)","(1, 0)",-0.019200000000000016,752.8046000000019,400.0,20.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
347,"(-1, 0)",interact,-0.019200000000000016,752.7854000000019,400.0,20.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)"
348,interact,interact,3.456,756.2414000000019,400.0,20.0,"(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)"
349,"(0, -1)","(0, -1)",-0.02400000000000002,756.2174000000019,400.0,20.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)"
350,interact,"(-1, 0)",-0.02400000000000002,756.1934000000019,400.0,20.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)"
351,"(0, 1)","(1, 0)",0.5700000000000001,756.763400000002,400.0,20.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)"
352,"(0, 0)",interact,5.5046,762.268000000002,400.0,20.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 5)","(4, 3):soup('onion', 3, 5)"
353,"(-1, 0)","(0, -1)",-0.0354000000000001,762.232600000002,400.0,20.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 6)","(4, 3):soup('onion', 3, 6)"
354,"(0, -1)",interact,17.648,779.880600000002,420.0,21.0,"(5, 2)","(0, -1)",onion,"(3, 2)","(0, -1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 7)","(4, 3):soup('onion', 3, 7)"
355,"(-1, 0)","(0, 1)",-0.01200000000000001,779.8686000000021,420.0,21.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):empty;(4, 3):soup('onion', 3, 8)","(4, 3):soup('onion', 3, 8)"
356,interact,"(0, 1)",3.3444,783.213000000002,420.0,21.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 9)"
357,"(0, -1)","(0, 1)",-0.015600000000000147,783.1974000000021,420.0,21.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 10)"
358,interact,"(0, 0)",-0.015600000000000147,783.1818000000021,420.0,21.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 11)"
359,"(-1, 0)","(0, 1)",-0.015600000000000147,783.1662000000022,420.0,21.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)","(4, 2):soup('onion', 1, 0);(4, 3):soup('onion', 3, 12)"
360,interact,"(0, 1)",3.3408,786.5070000000021,420.0,21.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 13)"
361,"(0, -1)","(0, 1)",-0.019200000000000016,786.4878000000022,420.0,21.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 14)"
362,interact,"(0, 0)",-0.019200000000000016,786.4686000000022,420.0,21.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 15)"
363,"(-1, 0)","(0, 1)",-0.019200000000000016,786.4494000000022,420.0,21.0,"(5, 2)","(-1, 0)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)","(4, 2):soup('onion', 2, 0);(4, 3):soup('onion', 3, 16)"
364,interact,"(0, 1)",3.456,789.9054000000023,420.0,21.0,"(5, 2)","(-1, 0)",,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)","(4, 2):soup('onion', 3, 1);(4, 3):soup('onion', 3, 17)"
365,"(0, -1)",interact,2.976,792.8814000000023,420.0,21.0,"(5, 2)","(0, -1)",,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)","(4, 2):soup('onion', 3, 2);(4, 3):soup('onion', 3, 18)"
366,interact,"(1, 0)",-0.02400000000000002,792.8574000000023,420.0,21.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)","(4, 2):soup('onion', 3, 3);(4, 3):soup('onion', 3, 19)"
367,"(0, 1)",interact,0.5700000000000001,793.4274000000023,420.0,21.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 4);(4, 3):soup('onion', 3, 20)"
368,"(0, 0)",interact,5.4452,798.8726000000023,420.0,21.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(1, 0)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 5);(4, 3):empty","(4, 2):soup('onion', 3, 5)"
369,"(-1, 0)","(0, -1)",0.024600000000000222,798.8972000000023,420.0,21.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(0, -1)","soup('onion', 3, 20)","(4, 2):soup('onion', 3, 6);(4, 3):empty","(4, 2):soup('onion', 3, 6)"
370,interact,interact,21.0044,819.9016000000023,440.0,22.0,"(5, 3)","(-1, 0)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 7);(4, 3):soup('onion', 1, 0)"
371,"(0, -1)",interact,-0.015600000000000147,819.8860000000024,440.0,22.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",,"(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 8);(4, 3):soup('onion', 1, 0)"
372,interact,"(0, 1)",-0.015600000000000147,819.8704000000024,440.0,22.0,"(5, 2)","(0, -1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 9);(4, 3):soup('onion', 1, 0)"
373,"(0, 1)","(0, 1)",-0.015600000000000147,819.8548000000025,440.0,22.0,"(5, 3)","(0, 1)",onion,"(3, 3)","(0, 1)",,"(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 10);(4, 3):soup('onion', 1, 0)"
374,"(-1, 0)",interact,2.9844,822.8392000000025,440.0,22.0,"(5, 3)","(-1, 0)",onion,"(3, 3)","(0, 1)",dish,"(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)","(4, 2):soup('onion', 3, 11);(4, 3):soup('onion', 1, 0)"
375,interact,"(1, 0)",3.3408,826.1800000000025,440.0,22.0,"(5, 3)","(-1, 0)",,"(3, 3)","(1, 0)",dish,"(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 12);(4, 3):soup('onion', 2, 0)"
376,"(0, -1)","(0, -1)",-0.019200000000000016,826.1608000000025,440.0,22.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 13);(4, 3):soup('onion', 2, 0)"
377,interact,"(-1, 0)",-0.019200000000000016,826.1416000000025,440.0,22.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 14);(4, 3):soup('onion', 2, 0)"
378,"(0, 1)","(1, 0)",-0.019200000000000016,826.1224000000026,440.0,22.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 15);(4, 3):soup('onion', 2, 0)"
379,"(-1, 0)",interact,-0.019200000000000016,826.1032000000026,440.0,22.0,"(5, 3)","(-1, 0)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)","(4, 2):soup('onion', 3, 16);(4, 3):soup('onion', 2, 0)"
380,interact,interact,3.456,829.5592000000026,440.0,22.0,"(5, 3)","(-1, 0)",,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)","(4, 2):soup('onion', 3, 17);(4, 3):soup('onion', 3, 1)"
381,"(0, -1)","(0, -1)",-0.02400000000000002,829.5352000000026,440.0,22.0,"(5, 2)","(0, -1)",,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)","(4, 2):soup('onion', 3, 18);(4, 3):soup('onion', 3, 2)"
382,interact,"(-1, 0)",-0.02400000000000002,829.5112000000026,440.0,22.0,"(5, 2)","(0, -1)",onion,"(2, 2)","(-1, 0)",dish,"(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)","(4, 2):soup('onion', 3, 19);(4, 3):soup('onion', 3, 3)"
383,"(0, 1)","(1, 0)",0.5700000000000001,830.0812000000027,440.0,22.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)",dish,"(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)","(4, 2):soup('onion', 3, 20);(4, 3):soup('onion', 3, 4)"
384,"(0, 0)",interact,5.5046,835.5858000000027,440.0,22.0,"(5, 3)","(0, 1)",onion,"(3, 2)","(1, 0)","soup('onion', 3, 20)","(4, 2):empty;(4, 3):soup('onion', 3, 5)","(4, 3):soup('onion', 3, 5)"
