step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
207,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
208,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
209,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
210,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
211,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
212,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
213,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
214,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
215,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
216,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
217,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
218,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
219,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
220,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
221,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
222,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
223,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
224,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
225,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
226,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
227,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
228,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
229,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
230,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
231,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
232,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
233,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
234,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
235,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
236,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
237,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
238,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
239,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
240,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
241,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
242,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
243,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
244,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
245,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
246,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
247,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
248,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
249,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
250,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
251,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
252,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
253,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
254,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
255,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
256,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
257,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
258,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
259,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
260,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
261,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
262,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
263,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
264,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
265,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
266,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
267,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
268,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
269,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
270,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
271,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
272,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
273,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
274,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
275,5,interact,"(5, 2)","(-1, 0)",onion,"(3, 2)","(0, -1)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty",0.0,12.0,5,interact,0.0,0.0,0.0,0.0,0.0,12.0,False,"(5, 2)",onion,"(3, 2)",dish,"(4, 2):soup('onion', 3, 20)","(4, 2):soup('onion', 3, 20);(4, 3):empty"
