step,ego_action_idx,ego_action,p0_pos,p0_orient,p0_held,p1_pos,p1_orient,p1_held,objects_before,pots_before,cum_sparse_before,cum_shaped_before,partner_action_idx,partner_action,reward,sparse_reward,built_in_shaped_reward,custom_shaped_reward,cum_sparse_after,cum_shaped_after,delivery_event,p0_pos_after,p0_held_after,p1_pos_after,p1_held_after,objects_after,pots_after
168,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
169,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
170,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
171,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
172,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
173,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
174,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
175,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
176,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
177,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
178,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
179,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
180,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
181,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
182,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
183,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
184,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
185,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
186,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
187,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
188,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
189,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
190,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
191,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
192,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
193,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
194,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
195,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
196,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
197,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
198,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
199,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
200,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
201,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
202,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
203,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
204,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
205,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
206,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
207,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
208,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
209,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
210,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
211,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
212,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
213,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
214,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
215,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
216,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
217,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
218,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
219,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
220,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
221,5,interact,"(3, 1)","(0, -1)",,"(1, 2)","(-1, 0)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)",20.0,32.0,3,"(-1, 0)",0.0,0.0,0.0,0.0,20.0,32.0,False,"(3, 1)",,"(1, 2)",,"(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)","(3, 0):soup('onion', 3, 20);(4, 1):soup('onion', 2, 0)"
